0.75966	0.15375	0.85564
0.8354	0.85711	0.8046
0.82345	0.83897	0.18303
0.18429	0.87398	0.17951
0.15528	0.84511	0.83118
0.48777	0.14157	0.53761
0.4749	0.47186	0.46075
0.55093	0.85756	0.48349
0.83708	0.13962	0.18379
0.51134	0.21925	0.14941
0.21063	0.148	0.83428
0.84032	0.24166	0.53096
0.18151	0.52959	0.18062
0.1651	0.52397	0.82233
0.50473	0.7311	0.14596
0.49411	0.39391	0.827
0.14169	0.26659	0.53051
0.81702	0.4814	0.19659
0.85728	0.68012	0.52142
0.18408	0.76795	0.5047
0.81212	0.50366	0.83856
0.5084	0.794	0.82273
0.1758	0.17172	0.20143
0	0	0
1	1	1
