0.07711792	0.558700562	0.565124512
0.282943726	0.085754395	0.439834595
0.185913086	0.235336304	0.883865356
0.684875488	0.390991211	0.682937622
0.922027588	0.994934082	0.772857666
0.240707397	0.433059692	0.603515625
0.550033569	0.306900024	0.338562012
0.468353271	0.460830688	0.505218506
0.013214111	0.902542114	0.805892944
0.974517822	0.755386353	0.100906372
0.719055176	0.0337677	0.813446045
0.367507935	0.988830566	0.885437012
0.305755615	0.505706787	0.975799561
0.177978516	0.560165405	0.116546631
0.140136719	0.768981934	0.080810547
0.771026611	0.416778564	0.587020874
0.334991455	0.745422363	0.728591919
0.466247559	0.19442749	0.822387695
0.021652222	0.885574341	0.776199341
0.958648682	0.882751465	0.438308716
0.342010498	0.386917114	0.936630249
0.009292603	0.319839478	0.178466797
0.395324707	0.590896606	0.03868103
0.752365112	0.16897583	0.958084106
0.983154297	0.331161499	0.659744263
0.89263916	0.283233643	0.15814209
0.046081543	0.223022461	0.946914673
0.408981323	0.064910889	0.369644165
0.349502563	0.802215576	0.084777832
0.006210327	0.155212402	0.830001831
0.651107788	0.653335571	0.035018921
0.850570679	0.151504517	0.151565552
0.683029175	0.486724854	0.819976807
0.303436279	0.726821899	0.973083496
0.17237854	0.375274658	0.938186646
