0.056535	0.75171	0.46773
0.21428	0.32142	0.18885
0.52422	0.83779	0.74123
0.63312	0.61808	0.56135
0.3687	0.3206	0.58891
0.13546	0.72455	0.24117
0.4387	0.93944	0.74488
0.93556	0.76867	0.55284
0.35131	0.93864	0.52677
0.32503	0.32148	0.057103
0.57557	0.053803	0.59065
0.80906	0.051238	0.84694
0.66859	0.49185	0.48065
0.45313	0.51711	0.449
0.048171	0.94809	0.46085
0.89029	0.38251	0.66371
0.065551	0.45537	0.69156
0.61928	0.5748	0.38743
0.68436	0.37747	0.57375
0.52017	0.54048	0.31795
0.047481	0.58667	0.64683
0.94821	0.46744	0.83251
0.79201	0.39272	0.94968
0.45471	0.9359	0.32393
0.7462	0.95398	0.93938
0.54558	0.91107	0.055184
0.051317	0.19581	0.30945
0.93767	0.32945	0.84147
0.56314	0.054963	0.28933
0.60961	0.084037	0.054692
0.82006	0.66088	0.056405
0.15541	0.82622	0.91033
0.075173	0.34173	0.61395
0.87677	0.0631	0.45226
0.36809	0.58675	0.56643
0.69652	0.17791	0.39263
0.78894	0.19591	0.14101
0.068076	0.064091	0.54347
0.06913	0.62097	0.36703
0.87454	0.059379	0.95291
0.6649	0.93512	0.45513
0.27548	0.31257	0.80038
0.81877	0.9406	0.80749
0.74314	0.60811	0.42408
0.76326	0.26224	0.31356
0.9416	0.051847	0.68438
0.066306	0.17213	0.16291
0.54195	0.83785	0.42807
0.82303	0.66801	0.81802
0.84772	0.42522	0.86625
0.57821	0.29032	0.14785
0.41647	0.82196	0.054509
0.85183	0.66859	0.34488
0.6465	0.15378	0.50794
0.18474	0.069538	0.70903
0.44207	0.79503	0.66776
0.47081	0.82752	0.53479
0.057816	0.36049	0.48569
0.93583	0.514	0.67309
0.052137	0.22042	0.5854
0.59838	0.45796	0.58631
0.51029	0.55657	0.93678
0.77541	0.1513	0.56331
0.94428	0.69562	0.054166
0.92973	0.049406	0.19273
0.066077	0.83043	0.058669
0.29554	0.062781	0.17441
0.40461	0.78318	0.93552
0.94412	0.94541	0.3567
0.76361	0.93858	0.67376
0.48918	0.1923	0.849
0.22933	0.67697	0.72468
0.15216	0.14493	0.82258
0.40171	0.18516	0.54695
0.40279	0.51034	0.15003
0.61769	0.72786	0.40244
0.7414	0.38402	0.26872
0.090138	0.49728	0.94487
0.74274	0.36542	0.68506
0.90475	0.57625	0.58664
0.78732	0.36245	0.057416
0.4335	0.54105	0.68934
0.95527	0.2149	0.054695
0.19267	0.39321	0.56541
0.94401	0.93488	0.24726
0.051595	0.36661	0.32684
0.62797	0.29507	0.30556
0.31572	0.9433	0.16388
0.7123	0.31039	0.16391
0.82804	0.23454	0.81307
0.93947	0.43007	0.12521
0.64851	0.33248	0.94821
0.78445	0.83179	0.35873
0.18166	0.33908	0.061257
0.49004	0.17116	0.15756
0.92467	0.32753	0.94957
0.059728	0.40531	0.056206
0.46038	0.44523	0.59861
0.44752	0.26391	0.49446
0.56831	0.74229	0.92751
0.31078	0.43442	0.84406
0.35335	0.60852	0.17667
0.95365	0.21028	0.84258
0.25325	0.25363	0.3553
0.53612	0.21236	0.048249
0.78059	0.058918	0.17789
0.17265	0.45859	0.17998
0.39683	0.61739	0.41939
0.072893	0.047249	0.8061
0.27229	0.17325	0.92131
0.080296	0.25736	0.056448
0.85916	0.80975	0.82435
0.63497	0.27589	0.66029
0.066799	0.81698	0.82387
0.30576	0.29381	0.93966
0.55154	0.84153	0.96091
0.069519	0.055355	0.14204
0.77965	0.73591	0.41765
0.41489	0.44681	0.052783
0.31132	0.057158	0.95364
0.064505	0.62511	0.20709
0.23173	0.41562	0.43816
0.63499	0.81976	0.05426
0.063273	0.1055	0.045748
0.5536	0.36056	0.85213
0.93895	0.78639	0.95296
0.19121	0.69697	0.9528
0.94857	0.6998	0.28091
0.5395	0.94829	0.83486
0.35802	0.34277	0.7278
0.87712	0.66876	0.94259
0.69579	0.71392	0.30359
0.32644	0.94557	0.05496
0.049521	0.49915	0.1676
0.18521	0.75492	0.54284
0.47118	0.943	0.62215
0.27594	0.94309	0.29809
0.82814	0.51283	0.42551
0.5793	0.95146	0.33117
0.93669	0.2868	0.7128
0.41867	0.20412	0.95721
0.19225	0.3403	0.93992
0.53211	0.67933	0.28648
0.79166	0.40337	0.47842
0.2327	0.074415	0.31653
0.20238	0.38184	0.30033
0.16544	0.27192	0.82472
0.82193	0.44939	0.74095
0.43402	0.074508	0.75753
0.75492	0.26577	0.45417
0.81739	0.16111	0.91326
0.93664	0.951	0.53798
0.082924	0.84649	0.5446
0.17587	0.6752	0.40451
0.6822	0.82094	0.50902
0.73011	0.48925	0.34675
0.18427	0.27624	0.51425
0.47416	0.66902	0.62452
0.20014	0.93777	0.55696
0.34252	0.92959	0.64714
0.76865	0.60113	0.28999
0.15405	0.93946	0.78829
0.78829	0.67285	0.60908
0.59938	0.19815	0.7711
0.14853	0.1536	0.36913
0.71556	0.69124	0.50356
0.82451	0.93776	0.29334
0.053737	0.76466	0.94327
0.28655	0.51672	0.49848
0.38786	0.93288	0.23141
0.71501	0.14933	0.78936
0.91633	0.95242	0.87337
0.42523	0.31779	0.87269
0.83708	0.055148	0.75079
0.94508	0.058352	0.3468
0.43784	0.43967	0.28831
0.04901	0.16819	0.73798
0.94243	0.67524	0.60189
0.739	0.052942	0.95087
0.90922	0.95575	0.64492
0.60976	0.37341	0.20714
0.78715	0.93812	0.54163
0.38952	0.3675	0.16869
0.67534	0.3052	0.83048
0.047064	0.94269	0.78802
0.57391	0.073328	0.94483
0.95137	0.93342	0.038728
0.69131	0.49171	0.67395
0.456	0.71934	0.37053
0.95748	0.16579	0.44744
0.25447	0.87964	0.060944
0.81937	0.50073	0.047696
0.57487	0.4599	0.73107
0.38199	0.19185	0.053074
0.80129	0.45391	0.15864
0.67596	0.053936	0.85508
0.47792	0.063173	0.064798
0.40737	0.67004	0.72726
0.7757	0.24773	0.69223
0.06806	0.72434	0.62433
0.69689	0.060307	0.32291
0.066182	0.93065	0.93184
0.82467	0.2167	0.045109
0.33129	0.45874	0.72067
0.47931	0.25266	0.7468
0.45787	0.22838	0.36032
0.28094	0.58147	0.67859
